00980156_1,FINANCIAL_POSITION,RMD
00980156_2,PROFIT_OR_LOSS,RMD
00980156_3,CHANGES_IN_EQUITY,RMD
00980156_4,CASH_FLOWS,RMD
01541404_1,FINANCIAL_POSITION,RMD
01541404_2,PROFIT_OR_LOSS,RMD
01541404_3,CHANGES_IN_EQUITY,RMD
01541404_4,CASH_FLOWS,RMD
01433565_1,FINANCIAL_POSITION,RMD
01433565_2,PROFIT_OR_LOSS,RMD
01433565_3,CHANGES_IN_EQUITY,RMD
01433565_4,CASH_FLOWS,RMD
01886797_1,PROFIT_OR_LOSS,APA
01886797_2,FINANCIAL_POSITION,APA
01886797_3,CHANGES_IN_EQUITY,APA
01886797_4,CASH_FLOWS,APA
01665487_1,PROFIT_OR_LOSS,APA
01665487_2,FINANCIAL_POSITION,APA
01665487_3,CHANGES_IN_EQUITY,APA
01665487_4,CASH_FLOWS,APA
01556590_1,PROFIT_OR_LOSS,APA
01556590_2,FINANCIAL_POSITION,APA
01556590_3,CHANGES_IN_EQUITY,APA
01556590_4,CASH_FLOWS,APA
01781810_1,PROFIT_OR_LOSS,APA
01781810_2,FINANCIAL_POSITION,APA
01781810_3,CHANGES_IN_EQUITY,APA
01781810_4,CASH_FLOWS,APA
01665498_1,PROFIT_OR_LOSS,APA
01665498_2,FINANCIAL_POSITION,APA
01665498_3,CHANGES_IN_EQUITY,APA
01665498_4,CASH_FLOWS,APA
01552305_1,PROFIT_OR_LOSS,CSL
01552305_2,FINANCIAL_POSITION,CSL
01552305_3,CHANGES_IN_EQUITY,CSL
01552305_4,CASH_FLOWS,CSL
01660919_1,PROFIT_OR_LOSS,CSL
01660919_2,FINANCIAL_POSITION,CSL
01660919_3,CHANGES_IN_EQUITY,CSL
01660919_4,CASH_FLOWS,CSL
01777354_1,PROFIT_OR_LOSS,CSL
01777354_2,FINANCIAL_POSITION,CSL
01777354_3,CHANGES_IN_EQUITY,CSL
01777354_4,CASH_FLOWS,CSL
01896392_1,PROFIT_OR_LOSS,CSL
01896392_2,FINANCIAL_POSITION,CSL
01896392_3,CHANGES_IN_EQUITY,CSL
01896392_4,CASH_FLOWS,CSL
02011104_1,FINANCIAL_POSITION,RMD
02011104_2,PROFIT_OR_LOSS,RMD
02011104_3,CHANGES_IN_EQUITY,RMD
02011104_4,CASH_FLOWS,RMD
01881282_1,FINANCIAL_POSITION,RMD
01881282_2,PROFIT_OR_LOSS,RMD
01881282_3,CHANGES_IN_EQUITY,RMD
01881282_4,CASH_FLOWS,RMD
01820054_1,FINANCIAL_POSITION,RMD
01820054_2,PROFIT_OR_LOSS,RMD
01820054_3,CHANGES_IN_EQUITY,RMD
01820054_4,CASH_FLOWS,RMD
01765006_1,FINANCIAL_POSITION,RMD
01765006_2,PROFIT_OR_LOSS,RMD
01765006_3,CHANGES_IN_EQUITY,RMD
01765006_4,CASH_FLOWS,RMD
00987399_1,PROFIT_OR_LOSS,TLS
00987399_2,FINANCIAL_POSITION,TLS
00987399_3,CASH_FLOWS,TLS
00987399_4,CHANGES_IN_EQUITY,TLS
01891649_1,PROFIT_OR_LOSS,TLS
01891649_2,FINANCIAL_POSITION,TLS
01891649_3,CASH_FLOWS,TLS
01891649_4,CHANGES_IN_EQUITY,TLS
01432144_1,PROFIT_OR_LOSS,TLS
01432144_2,FINANCIAL_POSITION,TLS
01432144_3,CASH_FLOWS,TLS
01432144_4,CHANGES_IN_EQUITY,TLS
01542426_1,PROFIT_OR_LOSS,TLS
01542426_2,FINANCIAL_POSITION,TLS
01542426_3,CASH_FLOWS,TLS
01542426_4,CHANGES_IN_EQUITY,TLS
01650035_1,PROFIT_OR_LOSS,TLS
01650035_2,FINANCIAL_POSITION,TLS
01650035_3,CASH_FLOWS,TLS
01650035_4,CHANGES_IN_EQUITY,TLS
